3868 321 481
117 255 2 1
93 419 2 1
118 255 2 1
94 419 2 1
119 255 2 1
95 419 2 1
120 255 2 1
96 419 2 1
121 255 2 1
97 419 2 1
122 255 2 1
98 419 2 1
19 349 3 0
20 349 3 0
21 349 3 0
22 349 3 0
23 349 3 0
24 349 3 0
25 349 3 0
15 232 3 0
16 232 3 0
17 232 3 0
18 232 3 0
19 232 3 0
20 232 3 0
21 232 3 0
128 138 2 1
129 138 2 1
130 138 2 1
131 138 2 1
132 138 2 1
133 138 2 1
112 302 2 1
113 302 2 1
114 302 2 1
115 302 2 1
116 302 2 1
117 302 2 1
118 302 2 1
15 279 3 0
16 279 3 0
17 279 3 0
18 279 3 0
124 185 2 1
19 279 3 0
125 185 2 1
20 279 3 0
126 185 2 1
21 279 3 0
127 185 2 1
128 185 2 1
129 185 2 1
105 349 2 1
130 185 2 1
106 349 2 1
107 349 2 1
108 349 2 1
109 349 2 1
110 349 2 1
111 349 2 1
14 162 3 0
15 162 3 0
16 162 3 0
17 162 3 0
18 162 3 0
19 162 3 0
20 162 3 0
119 232 2 1
120 232 2 1
121 232 2 1
122 232 2 1
17 326 3 0
123 232 2 1
98 396 2 1
18 326 3 0
124 232 2 1
99 396 2 1
19 326 3 0
125 232 2 1
100 396 2 1
20 326 3 0
101 396 2 1
21 326 3 0
102 396 2 1
22 326 3 0
103 396 2 1
23 326 3 0
104 396 2 1
15 209 3 0
16 209 3 0
17 209 3 0
18 209 3 0
19 209 3 0
75 443 2 1
20 209 3 0
76 443 2 1
21 209 3 0
77 443 2 1
78 443 2 1
79 443 2 1
80 443 2 1
81 443 2 1
82 443 2 1
83 443 2 1
114 279 2 1
115 279 2 1
116 279 2 1
117 279 2 1
118 279 2 1
119 279 2 1
120 279 2 1
27 373 3 0
28 373 3 0
29 373 3 0
15 256 3 0
16 256 3 0
17 256 3 0
18 256 3 0
19 256 3 0
125 162 2 1
20 256 3 0
126 162 2 1
21 256 3 0
127 162 2 1
128 162 2 1
129 162 2 1
130 162 2 1
131 162 2 1
108 326 2 1
109 326 2 1
110 326 2 1
111 326 2 1
112 326 2 1
113 326 2 1
114 326 2 1
121 209 2 1
15 303 3 0
122 209 2 1
16 303 3 0
123 209 2 1
17 303 3 0
124 209 2 1
18 303 3 0
125 209 2 1
19 303 3 0
126 209 2 1
101 373 2 1
20 303 3 0
127 209 2 1
102 373 2 1
21 303 3 0
103 373 2 1
104 373 2 1
105 373 2 1
106 373 2 1
107 373 2 1
14 186 3 0
15 186 3 0
16 186 3 0
17 186 3 0
18 186 3 0
19 186 3 0
20 186 3 0
116 256 2 1
92 420 2 1
117 256 2 1
93 420 2 1
118 256 2 1
94 420 2 1
119 256 2 1
95 420 2 1
120 256 2 1
96 420 2 1
121 256 2 1
97 420 2 1
122 256 2 1
98 420 2 1
19 350 3 0
20 350 3 0
21 350 3 0
22 350 3 0
23 350 3 0
24 350 3 0
25 350 3 0
15 233 3 0
16 233 3 0
17 233 3 0
18 233 3 0
19 233 3 0
20 233 3 0
127 139 2 1
21 233 3 0
128 139 2 1
129 139 2 1
130 139 2 1
131 139 2 1
132 139 2 1
133 139 2 1
134 139 2 1
112 303 2 1
113 303 2 1
114 303 2 1
115 303 2 1
116 303 2 1
117 303 2 1
118 303 2 1
15 280 3 0
16 280 3 0
17 280 3 0
18 280 3 0
124 186 2 1
19 280 3 0
125 186 2 1
20 280 3 0
126 186 2 1
21 280 3 0
127 186 2 1
128 186 2 1
129 186 2 1
105 350 2 1
130 186 2 1
106 350 2 1
107 350 2 1
108 350 2 1
109 350 2 1
110 350 2 1
111 350 2 1
14 163 3 0
15 163 3 0
16 163 3 0
17 163 3 0
18 163 3 0
19 163 3 0
20 163 3 0
119 233 2 1
120 233 2 1
121 233 2 1
97 397 2 1
122 233 2 1
98 397 2 1
17 327 3 0
123 233 2 1
99 397 2 1
18 327 3 0
124 233 2 1
100 397 2 1
19 327 3 0
125 233 2 1
101 397 2 1
20 327 3 0
102 397 2 1
21 327 3 0
103 397 2 1
22 327 3 0
104 397 2 1
23 327 3 0
15 210 3 0
16 210 3 0
17 210 3 0
18 210 3 0
75 444 2 1
19 210 3 0
76 444 2 1
20 210 3 0
77 444 2 1
21 210 3 0
78 444 2 1
79 444 2 1
80 444 2 1
81 444 2 1
82 444 2 1
114 280 2 1
115 280 2 1
116 280 2 1
117 280 2 1
118 280 2 1
119 280 2 1
120 280 2 1
15 257 3 0
16 257 3 0
17 257 3 0
18 257 3 0
19 257 3 0
125 163 2 1
20 257 3 0
126 163 2 1
21 257 3 0
127 163 2 1
128 163 2 1
129 163 2 1
130 163 2 1
131 163 2 1
108 327 2 1
109 327 2 1
110 327 2 1
111 327 2 1
112 327 2 1
113 327 2 1
114 327 2 1
15 304 3 0
121 210 2 1
16 304 3 0
122 210 2 1
17 304 3 0
123 210 2 1
18 304 3 0
124 210 2 1
19 304 3 0
125 210 2 1
101 374 2 1
20 304 3 0
126 210 2 1
102 374 2 1
21 304 3 0
127 210 2 1
103 374 2 1
104 374 2 1
105 374 2 1
106 374 2 1
107 374 2 1
14 187 3 0
15 187 3 0
16 187 3 0
17 187 3 0
18 187 3 0
19 187 3 0
20 187 3 0
91 421 2 1
116 257 2 1
92 421 2 1
117 257 2 1
93 421 2 1
118 257 2 1
94 421 2 1
119 257 2 1
95 421 2 1
120 257 2 1
96 421 2 1
121 257 2 1
97 421 2 1
122 257 2 1
98 421 2 1
20 351 3 0
21 351 3 0
22 351 3 0
23 351 3 0
24 351 3 0
25 351 3 0
26 351 3 0
15 234 3 0
16 234 3 0
17 234 3 0
18 234 3 0
19 234 3 0
20 234 3 0
21 234 3 0
127 140 2 1
128 140 2 1
129 140 2 1
130 140 2 1
131 140 2 1
132 140 2 1
133 140 2 1
111 304 2 1
112 304 2 1
113 304 2 1
114 304 2 1
115 304 2 1
116 304 2 1
117 304 2 1
118 304 2 1
1188
1 2 1 131 139 3
1 2 1 131 139 3
1 2 1 130 139 3
1 2 1 130 139 3
1 2 1 130 140 3
1 2 1 130 140 3
1 2 1 130 141 3
1 2 1 130 141 3
1 2 1 130 142 3
1 2 1 130 142 3
1 2 1 130 143 3
1 2 1 130 143 3
1 2 1 130 144 3
1 2 1 130 144 3
1 2 1 130 145 3
1 2 1 130 145 3
1 2 1 130 146 3
1 2 1 130 146 3
1 2 1 130 147 3
1 2 1 130 147 3
1 2 1 130 148 3
1 2 1 130 148 3
1 2 1 130 149 3
1 2 1 130 149 3
1 2 1 130 150 3
1 2 1 130 150 3
1 2 1 130 151 3
1 2 1 130 151 3
1 2 1 130 152 3
1 2 1 130 152 3
1 2 1 130 153 3
1 2 1 130 153 3
1 2 1 130 154 3
1 2 1 130 154 3
1 2 1 130 155 3
1 2 1 130 155 3
1 2 1 129 155 3
1 2 1 129 155 3
1 2 1 129 156 3
1 2 1 129 156 3
1 2 1 129 157 3
1 2 1 129 157 3
1 2 1 129 158 3
1 2 1 129 158 3
1 2 1 128 158 3
1 2 1 128 158 3
1 2 1 128 159 3
1 2 1 128 159 3
1 2 1 128 160 3
1 2 1 128 160 3
1 2 1 128 161 3
1 2 1 128 161 3
1 2 1 128 162 3
1 2 1 128 162 3
1 2 1 128 163 3
1 2 1 128 163 3
1 2 1 128 164 3
1 2 1 128 164 3
1 2 1 128 165 3
1 2 1 128 165 3
1 2 1 128 166 3
1 2 1 128 166 3
1 2 1 128 167 3
1 2 1 128 167 3
1 2 1 128 168 3
1 2 1 128 168 3
1 2 1 128 169 3
1 2 1 128 169 3
1 2 1 128 170 3
1 2 1 128 170 3
1 2 1 128 171 3
1 2 1 128 171 3
1 2 1 128 172 3
1 2 1 128 172 3
1 2 1 128 173 3
1 2 1 128 173 3
1 2 1 127 173 3
1 2 1 127 173 3
1 2 1 127 174 3
1 2 1 127 174 3
1 2 1 127 175 3
1 2 1 127 175 3
1 2 1 127 176 3
1 2 1 127 176 3
1 2 1 127 177 3
1 2 1 127 177 3
1 2 1 127 178 3
1 2 1 127 178 3
1 2 1 127 179 3
1 2 1 127 179 3
1 2 1 127 180 3
1 2 1 127 180 3
1 2 1 127 181 3
1 2 1 127 181 3
1 2 1 127 182 3
1 2 1 127 182 3
1 2 1 127 183 3
1 2 1 127 183 3
1 2 1 127 184 3
1 2 1 127 184 3
1 2 1 127 185 3
1 2 1 127 185 3
1 2 1 127 186 3
1 2 1 127 186 3
1 2 1 127 187 3
1 2 1 127 187 3
1 2 1 126 187 3
1 2 1 126 187 3
1 2 1 126 188 3
1 2 1 126 188 3
1 2 1 126 189 3
1 2 1 126 189 3
1 2 1 126 190 3
1 2 1 126 190 3
1 2 1 125 190 3
1 2 1 125 190 3
1 2 1 125 191 3
1 2 1 125 191 3
1 2 1 125 192 3
1 2 1 125 192 3
1 2 1 125 193 3
1 2 1 125 193 3
1 2 1 125 194 3
1 2 1 125 194 3
1 2 1 124 194 3
1 2 1 124 194 3
1 2 1 124 195 3
1 2 1 124 195 3
1 2 1 124 196 3
1 2 1 124 196 3
1 2 1 124 197 3
1 2 1 124 197 3
1 2 1 124 198 3
1 2 1 124 198 3
1 2 1 124 199 3
1 2 1 124 199 3
1 2 1 124 200 3
1 2 1 124 200 3
1 2 1 124 201 3
1 2 1 124 201 3
1 2 1 124 202 3
1 2 1 124 202 3
1 2 1 124 203 3
1 2 1 124 203 3
1 2 1 124 204 3
1 2 1 124 204 3
1 2 1 124 205 3
1 2 1 124 205 3
1 2 1 124 206 3
1 2 1 124 206 3
1 2 1 124 207 3
1 2 1 124 207 3
1 2 1 124 208 3
1 2 1 124 208 3
1 2 1 124 209 3
1 2 1 124 209 3
1 2 1 124 210 3
1 2 1 124 210 3
1 2 1 124 211 3
1 2 1 124 211 3
1 2 1 124 212 3
1 2 1 124 212 3
1 2 1 124 213 3
1 2 1 124 213 3
1 2 1 124 214 3
1 2 1 124 214 3
1 2 1 124 215 3
1 2 1 124 215 3
1 2 1 124 216 3
1 2 1 124 216 3
1 2 1 124 217 3
1 2 1 124 217 3
1 2 1 124 218 3
1 2 1 124 218 3
1 2 1 124 219 3
1 2 1 124 219 3
1 2 1 124 220 3
1 2 1 124 220 3
1 2 1 124 221 3
1 2 1 124 221 3
1 2 1 124 222 3
1 2 1 124 222 3
1 2 1 124 223 3
1 2 1 124 223 3
1 2 1 124 224 3
1 2 1 124 224 3
1 2 1 124 225 3
1 2 1 124 225 3
1 2 1 124 226 3
1 2 1 124 226 3
1 2 1 124 227 3
1 2 1 124 227 3
1 2 1 124 228 3
1 2 1 124 228 3
1 2 1 123 228 3
1 2 1 123 228 3
1 2 1 123 229 3
1 2 1 123 229 3
1 2 1 123 230 3
1 2 1 123 230 3
1 2 1 122 230 3
1 2 1 122 230 3
1 2 1 122 231 3
1 2 1 122 231 3
1 2 1 122 232 3
1 2 1 122 232 3
1 2 1 122 233 3
1 2 1 122 233 3
1 2 1 122 234 3
1 2 1 122 234 3
1 2 1 122 235 3
1 2 1 122 235 3
1 2 1 122 236 3
1 2 1 122 236 3
1 2 1 122 237 3
1 2 1 122 237 3
1 2 1 122 238 3
1 2 1 122 238 3
1 2 1 122 239 3
1 2 1 122 239 3
1 2 1 121 239 3
1 2 1 121 239 3
1 2 1 121 240 3
1 2 1 121 240 3
1 2 1 121 241 3
1 2 1 121 241 3
1 2 1 121 242 3
1 2 1 121 242 3
1 2 1 120 242 3
1 2 1 120 242 3
1 2 1 120 243 3
1 2 1 120 243 3
1 2 1 120 244 3
1 2 1 120 244 3
1 2 1 120 245 3
1 2 1 120 245 3
1 2 1 119 245 3
1 2 1 119 245 3
1 2 1 119 246 3
1 2 1 119 246 3
1 2 1 119 247 3
1 2 1 119 247 3
1 2 1 119 248 3
1 2 1 119 248 3
1 2 1 119 249 3
1 2 1 119 249 3
1 2 1 119 250 3
1 2 1 119 250 3
1 2 1 119 251 3
1 2 1 119 251 3
1 2 1 119 252 3
1 2 1 119 252 3
1 2 1 119 253 3
1 2 1 119 253 3
1 2 1 119 254 3
1 2 1 119 254 3
1 2 1 119 255 3
1 2 1 119 255 3
1 2 1 119 256 3
1 2 1 119 256 3
1 2 1 119 257 3
1 2 1 119 257 3
1 2 1 119 258 3
1 2 1 119 258 3
1 2 1 119 259 3
1 2 1 119 259 3
1 2 1 119 260 3
1 2 1 119 260 3
1 2 1 119 261 3
1 2 1 119 261 3
1 2 1 119 262 3
1 2 1 119 262 3
1 2 1 119 263 3
1 2 1 119 263 3
1 2 1 119 264 3
1 2 1 119 264 3
1 2 1 118 264 3
1 2 1 118 264 3
1 2 1 118 265 3
1 2 1 118 265 3
1 2 1 118 266 3
1 2 1 118 266 3
1 2 1 117 266 3
1 2 1 117 266 3
1 2 1 117 267 3
1 2 1 117 267 3
1 2 1 117 268 3
1 2 1 117 268 3
1 2 1 117 269 3
1 2 1 117 269 3
1 2 1 117 270 3
1 2 1 117 270 3
1 2 1 117 271 3
1 2 1 117 271 3
1 2 1 117 272 3
1 2 1 117 272 3
1 2 1 117 273 3
1 2 1 117 273 3
1 2 1 117 274 3
1 2 1 117 274 3
1 2 1 117 275 3
1 2 1 117 275 3
1 2 1 117 276 3
1 2 1 117 276 3
1 2 1 117 277 3
1 2 1 117 277 3
1 2 1 117 278 3
1 2 1 117 278 3
1 2 1 117 279 3
1 2 1 117 279 3
1 2 1 117 280 3
1 2 1 117 280 3
1 2 1 117 281 3
1 2 1 117 281 3
1 2 1 117 282 3
1 2 1 117 282 3
1 2 1 117 283 3
1 2 1 117 283 3
1 2 1 116 283 3
1 2 1 116 283 3
1 2 1 116 284 3
1 2 1 116 284 3
1 2 1 116 285 3
1 2 1 116 285 3
1 2 1 116 286 3
1 2 1 116 286 3
1 2 1 115 286 3
1 2 1 115 286 3
1 2 1 115 287 3
1 2 1 115 287 3
1 2 1 115 288 3
1 2 1 115 288 3
1 2 1 115 289 3
1 2 1 115 289 3
1 2 1 115 290 3
1 2 1 115 290 3
1 2 1 115 291 3
1 2 1 115 291 3
1 2 1 115 292 3
1 2 1 115 292 3
1 2 1 115 293 3
1 2 1 115 293 3
1 2 1 115 294 3
1 2 1 115 294 3
1 2 1 115 295 3
1 2 1 115 295 3
1 2 1 115 296 3
1 2 1 115 296 3
1 2 1 115 297 3
1 2 1 115 297 3
1 2 1 115 298 3
1 2 1 115 298 3
1 2 1 115 299 3
1 2 1 115 299 3
1 2 1 115 300 3
1 2 1 115 300 3
1 2 1 115 301 3
1 2 1 115 301 3
1 2 1 115 302 3
1 2 1 115 302 3
1 2 1 115 303 3
1 2 1 115 303 3
1 2 1 115 304 3
1 2 1 115 304 3
1 2 1 114 304 3
1 2 1 114 304 3
1 2 1 114 305 3
1 2 1 114 305 3
1 2 1 114 306 3
1 2 1 114 306 3
1 2 1 114 307 3
1 2 1 114 307 3
1 2 1 114 308 3
1 2 1 114 308 3
1 2 1 114 309 3
1 2 1 114 309 3
1 2 1 114 310 3
1 2 1 114 310 3
1 2 1 113 310 3
1 2 1 113 310 3
1 2 1 113 311 3
1 2 1 113 311 3
1 2 1 113 312 3
1 2 1 113 312 3
1 2 1 113 313 3
1 2 1 113 313 3
1 2 1 113 314 3
1 2 1 113 314 3
1 2 1 113 315 3
1 2 1 113 315 3
1 2 1 113 316 3
1 2 1 113 316 3
1 2 1 113 317 3
1 2 1 113 317 3
1 2 1 113 318 3
1 2 1 113 318 3
1 2 1 112 318 3
1 2 1 112 318 3
1 2 1 112 319 3
1 2 1 112 319 3
1 2 1 112 320 3
1 2 1 112 320 3
1 2 1 112 321 3
1 2 1 112 321 3
1 2 1 112 322 3
1 2 1 112 322 3
1 2 1 112 323 3
1 2 1 112 323 3
1 2 1 112 324 3
1 2 1 112 324 3
1 2 1 112 325 3
1 2 1 112 325 3
1 2 1 111 325 3
1 2 1 111 325 3
1 2 1 111 326 3
1 2 1 111 326 3
1 2 1 111 327 3
1 2 1 111 327 3
1 2 1 111 328 3
1 2 1 111 328 3
1 2 1 110 328 3
1 2 1 110 328 3
1 2 1 110 329 3
1 2 1 110 329 3
1 2 1 110 330 3
1 2 1 110 330 3
1 2 1 110 331 3
1 2 1 110 331 3
1 2 1 110 332 3
1 2 1 110 332 3
1 2 1 110 333 3
1 2 1 110 333 3
1 2 1 109 333 3
1 2 1 109 333 3
1 2 1 109 334 3
1 2 1 109 334 3
1 2 1 109 335 3
1 2 1 109 335 3
1 2 1 109 336 3
1 2 1 109 336 3
1 2 1 109 337 3
1 2 1 109 337 3
1 2 1 109 338 3
1 2 1 109 338 3
1 2 1 108 338 3
1 2 1 108 338 3
1 2 1 108 339 3
1 2 1 108 339 3
1 2 1 108 340 3
1 2 1 108 340 3
1 2 1 108 341 3
1 2 1 108 341 3
1 2 1 108 342 3
1 2 1 108 342 3
1 2 1 108 343 3
1 2 1 108 343 3
1 2 1 108 344 3
1 2 1 108 344 3
1 2 1 108 345 3
1 2 1 108 345 3
1 2 1 108 346 3
1 2 1 108 346 3
1 2 1 108 347 3
1 2 1 108 347 3
1 2 1 108 348 3
1 2 1 108 348 3
1 2 1 108 349 3
1 2 1 108 349 3
1 2 1 108 350 3
1 2 1 108 350 3
1 2 1 108 351 3
1 2 1 108 351 3
1 2 1 108 352 3
1 2 1 108 352 3
1 2 1 108 353 3
1 2 1 108 353 3
1 2 1 108 354 3
1 2 1 108 354 3
1 2 1 108 355 3
1 2 1 108 355 3
1 2 1 107 355 3
1 2 1 107 355 3
1 2 1 107 356 3
1 2 1 107 356 3
1 2 1 107 357 3
1 2 1 107 357 3
1 2 1 107 358 3
1 2 1 107 358 3
1 2 1 107 359 3
1 2 1 107 359 3
1 2 1 107 360 3
1 2 1 107 360 3
1 2 1 106 360 3
1 2 1 106 360 3
1 2 1 106 361 3
1 2 1 106 361 3
1 2 1 106 362 3
1 2 1 106 362 3
1 2 1 106 363 3
1 2 1 106 363 3
1 2 1 106 364 3
1 2 1 106 364 3
1 2 1 105 364 3
1 2 1 105 364 3
1 2 1 105 365 3
1 2 1 105 365 3
1 2 1 105 366 3
1 2 1 105 366 3
1 2 1 105 367 3
1 2 1 105 367 3
1 2 1 105 368 3
1 2 1 105 368 3
1 2 1 105 369 3
1 2 1 105 369 3
1 2 1 104 369 3
1 2 1 104 369 3
1 2 1 104 370 3
1 2 1 104 370 3
1 2 1 104 371 3
1 2 1 104 371 3
1 2 1 104 372 3
1 2 1 104 372 3
1 2 1 104 373 3
1 2 1 104 373 3
1 2 1 104 374 3
1 2 1 104 374 3
1 2 1 104 375 3
1 2 1 104 375 3
1 2 1 104 376 3
1 2 1 104 376 3
1 2 1 104 377 3
1 2 1 104 377 3
1 2 1 104 378 3
1 2 1 104 378 3
1 2 1 104 379 3
1 2 1 104 379 3
1 2 1 103 379 3
1 2 1 103 379 3
1 2 1 103 380 3
1 2 1 103 380 3
1 2 1 103 381 3
1 2 1 103 381 3
1 2 1 103 382 3
1 2 1 103 382 3
1 2 1 103 383 3
1 2 1 103 383 3
1 2 1 103 384 3
1 2 1 103 384 3
1 2 1 103 385 3
1 2 1 103 385 3
1 2 1 103 386 3
1 2 1 103 386 3
1 2 1 103 387 3
1 2 1 103 387 3
1 2 1 102 387 3
1 2 1 102 387 3
1 2 1 102 388 3
1 2 1 102 388 3
1 2 1 102 389 3
1 2 1 102 389 3
1 2 1 101 389 3
1 2 1 101 389 3
1 2 1 101 390 3
1 2 1 101 390 3
1 2 1 101 391 3
1 2 1 101 391 3
1 2 1 101 392 3
1 2 1 101 392 3
1 2 1 101 393 3
1 2 1 101 393 3
1 2 1 101 394 3
1 2 1 101 394 3
1 2 1 101 395 3
1 2 1 101 395 3
1 2 1 101 396 3
1 2 1 101 396 3
1 2 1 101 397 3
1 2 1 101 397 3
1 2 1 100 397 3
1 2 1 100 397 3
1 2 1 100 398 3
1 2 1 100 398 3
1 2 1 100 399 3
1 2 1 100 399 3
1 2 1 100 400 3
1 2 1 100 400 3
1 2 1 100 401 3
1 2 1 100 401 3
1 2 1 100 402 3
1 2 1 100 402 3
1 2 1 99 402 3
1 2 1 99 402 3
1 2 1 99 403 3
1 2 1 99 403 3
1 2 1 99 404 3
1 2 1 99 404 3
1 2 1 98 404 3
1 2 1 98 404 3
1 2 1 98 405 3
1 2 1 98 405 3
1 2 1 98 406 3
1 2 1 98 406 3
1 2 1 98 407 3
1 2 1 98 407 3
1 2 1 98 408 3
1 2 1 98 408 3
1 2 1 98 409 3
1 2 1 98 409 3
1 2 1 98 410 3
1 2 1 98 410 3
1 2 1 97 410 3
1 2 1 97 410 3
1 2 1 97 411 3
1 2 1 97 411 3
1 2 1 97 412 3
1 2 1 97 412 3
1 2 1 96 412 3
1 2 1 96 412 3
1 2 1 96 413 3
1 2 1 96 413 3
1 2 1 96 414 3
1 2 1 96 414 3
1 2 1 95 414 3
1 2 1 95 414 3
1 2 1 95 415 3
1 2 1 95 415 3
1 2 1 95 416 3
1 2 1 95 416 3
1 2 1 95 417 3
1 2 1 95 417 3
1 2 1 95 418 3
1 2 1 95 418 3
1 2 1 95 419 3
1 2 1 95 419 3
1 2 1 95 420 3
1 2 1 95 420 3
1 2 1 95 421 3
1 2 1 95 421 3
1 2 1 95 422 3
1 2 1 95 422 3
1 2 1 94 422 3
1 2 1 94 422 3
1 2 1 94 423 3
1 2 1 94 423 3
1 2 1 93 423 3
1 2 1 93 423 3
1 2 1 93 424 3
1 2 1 93 424 3
1 2 1 92 424 3
1 2 1 92 424 3
1 2 1 92 425 3
1 2 1 92 425 3
1 2 1 92 426 3
1 2 1 92 426 3
1 2 1 92 427 3
1 2 1 92 427 3
1 2 1 91 427 3
1 2 1 91 427 3
1 2 1 91 428 3
1 2 1 91 428 3
1 2 1 90 428 3
1 2 1 90 428 3
1 2 1 90 429 3
1 2 1 90 429 3
1 2 1 89 429 3
1 2 1 89 429 3
1 2 1 89 430 3
1 2 1 89 430 3
1 2 1 89 431 3
1 2 1 89 431 3
1 2 1 88 431 3
1 2 1 88 431 3
1 2 1 88 432 3
1 2 1 88 432 3
1 2 1 88 433 3
1 2 1 88 433 3
1 2 1 87 433 3
1 2 1 87 433 3
1 2 1 87 434 3
1 2 1 87 434 3
1 2 1 86 434 3
1 2 1 86 434 3
1 2 1 86 435 3
1 2 1 86 435 3
1 2 1 86 436 3
1 2 1 86 436 3
1 2 1 85 436 3
1 2 1 85 436 3
1 2 1 85 437 3
1 2 1 85 437 3
1 2 1 84 437 3
1 2 1 84 437 3
1 2 1 84 438 3
1 2 1 84 438 3
1 2 1 83 438 3
1 2 1 83 438 3
1 2 1 83 439 3
1 2 1 83 439 3
1 2 1 83 440 3
1 2 1 83 440 3
1 2 1 82 440 3
1 2 1 82 440 3
1 2 1 81 440 3
1 2 1 81 440 3
1 2 1 81 441 3
1 2 1 81 441 3
1 2 1 80 441 3
1 2 1 80 441 3
1 2 1 80 442 3
1 2 1 80 442 3
1 2 1 80 443 3
1 2 1 80 443 3
1 2 1 79 443 3
1 2 1 79 443 3
1 2 1 79 444 3
1 2 1 79 444 3
1 2 1 78 444 3
1 2 1 78 444 3
1 2 1 78 445 3
1 2 1 78 445 3
1 2 1 77 445 3
1 2 1 77 445 3
1 2 1 77 446 3
1 2 1 77 446 3
1 2 1 77 447 3
1 2 1 77 447 3
1 2 1 76 447 3
1 2 1 76 447 3
1 2 1 76 448 3
1 2 1 76 448 3
1 2 1 75 448 3
1 2 1 75 448 3
1 2 1 75 449 3
1 2 1 75 449 3
1 2 1 74 449 3
1 2 1 74 449 3
1 2 1 74 450 3
1 2 1 74 450 3
1 2 1 73 450 3
1 2 1 73 450 3
1 2 1 73 451 3
1 2 1 73 451 3
1 2 1 72 451 3
1 2 1 72 451 3
1 2 1 72 452 3
1 2 1 72 452 3
1 2 1 71 452 3
1 2 1 71 452 3
1 2 1 71 453 3
1 2 1 71 453 3
1 2 1 70 453 3
1 2 1 70 453 3
1 2 1 69 453 3
1 2 1 69 453 3
1 2 1 69 454 3
1 3 0 29 370 3
1 3 0 29 370 3
1 3 0 28 370 3
1 3 0 28 370 3
1 3 0 27 370 3
1 3 0 27 370 3
1 3 0 26 369 3
1 3 0 26 369 3
1 3 0 26 368 3
1 3 0 26 368 3
1 3 0 26 367 3
1 3 0 26 367 3
1 3 0 26 366 3
1 3 0 26 366 3
1 3 0 26 365 3
1 3 0 26 365 3
1 3 0 26 364 3
1 3 0 26 364 3
1 3 0 26 363 3
1 3 0 26 363 3
1 3 0 26 362 3
1 3 0 26 362 3
1 3 0 25 362 3
1 3 0 25 362 3
1 3 0 25 361 3
1 3 0 25 361 3
1 3 0 25 360 3
1 3 0 25 360 3
1 3 0 25 359 3
1 3 0 25 359 3
1 3 0 24 358 3
1 3 0 24 358 3
1 3 0 24 357 3
1 3 0 24 357 3
1 3 0 24 356 3
1 3 0 24 356 3
1 3 0 23 355 3
1 3 0 23 355 3
1 3 0 23 354 3
1 3 0 23 354 3
1 3 0 23 353 3
1 3 0 23 353 3
1 3 0 23 352 3
1 3 0 23 352 3
1 3 0 23 351 3
1 3 0 23 351 3
1 3 0 22 350 3
1 3 0 22 350 3
1 3 0 22 349 3
1 3 0 22 349 3
1 3 0 22 348 3
1 3 0 22 348 3
1 3 0 22 347 3
1 3 0 22 347 3
1 3 0 21 346 3
1 3 0 21 346 3
1 3 0 21 345 3
1 3 0 21 345 3
1 3 0 21 344 3
1 3 0 21 344 3
1 3 0 21 343 3
1 3 0 21 343 3
1 3 0 21 342 3
1 3 0 21 342 3
1 3 0 21 341 3
1 3 0 21 341 3
1 3 0 21 340 3
1 3 0 21 340 3
1 3 0 21 339 3
1 3 0 21 339 3
1 3 0 21 338 3
1 3 0 21 338 3
1 3 0 21 337 3
1 3 0 21 337 3
1 3 0 21 336 3
1 3 0 21 336 3
1 3 0 21 335 3
1 3 0 21 335 3
1 3 0 21 334 3
1 3 0 21 334 3
1 3 0 21 333 3
1 3 0 21 333 3
1 3 0 20 332 3
1 3 0 20 332 3
1 3 0 20 331 3
1 3 0 20 331 3
1 3 0 20 330 3
1 3 0 20 330 3
1 3 0 20 329 3
1 3 0 20 329 3
1 3 0 20 328 3
1 3 0 20 328 3
1 3 0 20 327 3
1 3 0 20 327 3
1 3 0 20 326 3
1 3 0 20 326 3
1 3 0 19 325 3
1 3 0 19 325 3
1 3 0 19 324 3
1 3 0 19 324 3
1 3 0 19 323 3
1 3 0 19 323 3
1 3 0 19 322 3
1 3 0 19 322 3
1 3 0 19 321 3
1 3 0 19 321 3
1 3 0 19 320 3
1 3 0 19 320 3
1 3 0 19 319 3
1 3 0 19 319 3
1 3 0 19 318 3
1 3 0 19 318 3
1 3 0 19 317 3
1 3 0 19 317 3
1 3 0 19 316 3
1 3 0 19 316 3
1 3 0 19 315 3
1 3 0 19 315 3
1 3 0 19 314 3
1 3 0 19 314 3
1 3 0 18 313 3
1 3 0 18 313 3
1 3 0 18 312 3
1 3 0 18 312 3
1 3 0 18 311 3
1 3 0 18 311 3
1 3 0 18 310 3
1 3 0 18 310 3
1 3 0 18 309 3
1 3 0 18 309 3
1 3 0 18 308 3
1 3 0 18 308 3
1 3 0 18 307 3
1 3 0 18 307 3
1 3 0 18 306 3
1 3 0 18 306 3
1 3 0 18 305 3
1 3 0 18 305 3
1 3 0 18 304 3
1 3 0 18 304 3
1 3 0 18 303 3
1 3 0 18 303 3
1 3 0 18 302 3
1 3 0 18 302 3
1 3 0 18 301 3
1 3 0 18 301 3
1 3 0 18 300 3
1 3 0 18 300 3
1 3 0 18 299 3
1 3 0 18 299 3
1 3 0 18 298 3
1 3 0 18 298 3
1 3 0 18 297 3
1 3 0 18 297 3
1 3 0 18 296 3
1 3 0 18 296 3
1 3 0 18 295 3
1 3 0 18 295 3
1 3 0 18 294 3
1 3 0 18 294 3
1 3 0 18 293 3
1 3 0 18 293 3
1 3 0 18 292 3
